code,symbol,name,industry
532828,AMDIND,AMD Industries Ltd,
532829,LEHAR,Lehar Footwears Ltd,
532830,ASTRAL,Astral Ltd,
532832,EMBDL,Embassy Developments Ltd,
532834,CAMLINFINE,Camlin Fine Sciences Ltd,
532835,ICRA,ICRA Ltd,
532839,DISHTV,Dish TV India Ltd,
532841,SAHYADRI,Sahyadri Industries Ltd,
532842,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,
532843,FORTIS,Fortis Healthcare Ltd,
532845,TGBHOTELS,TGB Banquets and Hotels Ltd,
532847,HILTON,Hilton Metal Forging Ltd,
532848,DELTACORP,Delta Corp Ltd,
532850,MICEL,MIC Electronics Ltd,
532851,INSECTICID,Insecticides (India) Ltd,
532853,ASAHISONG,Asahi Songwon Colors Ltd,
532855,HARYNACAP,Haryana Capfin Ltd,
532856,TIMETECHNO,Time Technoplast Ltd,
532859,HGS,Hinduja Global Solutions Ltd,
532864,NELCAST,Nelcast Ltd,
532867,V2RETAIL,V2 Retail Ltd,
532868,DLF,DLF Ltd,
532869,TARMAT,Tarmat Ltd,
532870,ANKITMETAL,Ankit Metal & Power Ltd,
532872,SPARC,Sun Pharma Advanced Research Company Ltd,
532873,HDIL,Housing Development and Infrastructure Ltd,
532875,ADSL,Allied Digital Services Ltd,
532878,ALPA,Alpa Laboratories Ltd,
532880,OMAXE,Omaxe Ltd,
532884,REFEX,Refex Industries Ltd,
532885,CENTRALBK,Central Bank of India,
532886,SELMC,SEL Manufacturing Company Ltd,
532888,ASIANTILES,Asian Granito India Ltd,
532889,KPRMILL,K.P.R. Mill Limited,
532890,TAKE,Take Solutions Ltd,
532891,PURVA,Puravankara Ltd,
532892,MOTILALOFS,Motilal Oswal Financial Services Ltd,
532893,VTMLTD,VTM Ltd,
532894,INDOWIND,Indowind Energy Ltd,
532895,NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,
532896,MAGNUM,Magnum Ventures Ltd,
532898,POWERGRID,Power Grid Corporation of India Ltd,
532899,KSCL,Kaveri Seed Company Ltd,
532900,PAISALO,Paisalo Digital Ltd,
532902,CCCL,Consolidated Construction Consortium Ltd,
532904,SUPREMEINF,Supreme Infrastructure India Ltd,
532906,MAANALU,Maan Aluminium Ltd,
532907,IL&FSENGG,IL&FS Engineering and Construction Company Ltd,
532911,PARLEIND,Parle Industries Ltd,
532915,RELIGARE,Religare Enterprises Ltd,
532916,BVCL,Barak Valley Cements Ltd,
532918,RATHIBAR,Rathi Bars Ltd,
532921,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,
532922,EDELWEISS,Edelweiss Financial Services Ltd,
532923,RGL,Renaissance Global Ltd,
532924,KOLTEPATIL,Kolte-Patil Developers Ltd,
532925,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,
532926,JYOTHYLAB,Jyothy Labs Ltd,
532927,ECLERX,eClerx Services Ltd,
532928,TARIL,Transformers and Rectifiers (India) Ltd,
532929,BRIGADE,Brigade Enterprises Ltd,
532930,BGRENERGY,BGR Energy Systems Ltd,
532932,MANAKSIA,Manaksia Ltd,
532933,PORWAL,Porwal Auto Components Ltd,
532934,PPAP,PPAP Automotive Ltd,
532935,ARIES,Aries Agro Ltd,
532937,KUANTUM,Kuantum Papers Ltd,
532939,RPOWER,Reliance Power Ltd,
532940,JKIL,J. Kumar Infraprojects Ltd,
532941,CORDSCABLE,Cords Cable Industries Ltd,
532942,KNRCON,KNR Constructions Ltd,
532944,ONMOBILE,OnMobile Global Ltd,
532945,SEPC,SEPC Ltd,
532946,BANG,Bang Overseas Ltd,
532947,IRB,IRB Infrastructure Developers Ltd,
532951,GSS,GSS Infotech Ltd,
532952,NAHARCAP,Nahar Capital and Financial Services Ltd,
532953,VGUARD,V-Guard Industries Ltd,
532955,RECLTD,REC Ltd,
532957,GOKAKTEX,Gokak Textiles Ltd,
532966,TITAGARH,Titagarh Rail Systems Ltd,
532967,KIRIINDUS,Kiri Industries Ltd,
532974,BIRLAMONEY,Aditya Birla Money Ltd-$,
532975,TELOGICA,Telogica Ltd,
532976,JAIBALAJI,Jai Balaji Industries Ltd,
532977,BAJAJ-AUTO,Bajaj Auto Ltd,
532978,BAJAJFINSV,Bajaj Finserv Ltd,
532980,GOKUL,Gokul Refoils & Solvent Ltd,
532983,RPGLIFE,RPG Life Sciences Ltd,
532985,SENSEX1,Kotak S&P BSE Sensex ETF,
532986,NIRAJ,Niraj Cement Structurals Ltd,
532989,BAFNAPH,Bafna Pharmaceuticals Ltd,
532992,CHLLTD,CHL Ltd,
532993,SEJALLTD,Sejal Glass Ltd,
532994,ARCHIDPLY,Archidply Industries Ltd,
532998,LOTUSEYE,Lotus Eye Hospital And Institute Ltd,
533001,SOMICONVEY,Somi Conveyor Beltings Ltd,
533007,LGBFORGE,LGB Forge Ltd,
533012,LPDC,Landmark Property Development Company Ltd,
533014,SICAGEN,Sicagen India Ltd,
533018,SIMPLXMIL,Simplex Mills Company Ltd,
533019,SIMPLXPAP,Simplex Papers Ltd,
533022,20MICRONS,20 Microns Ltd,
533023,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,
533029,ALKALI,Alkali Metals Ltd,
533033,ISGEC,ISGEC Heavy Engineering Ltd,
533047,IMFA,Indian Metals & Ferro Alloys Ltd,
533048,TPHQ,Teamo Productions HQ Ltd,
533056,VEDAVAAG,VEDAVAAG Systems Ltd,
533080,MOLDTKPAC,Mold-Tek Packaging Ltd,
533088,MHRIL,Mahindra Holidays & Resorts India Ltd,
533090,LANDSMILL,Landsmill Green Ltd,
533093,ROML,Raj Oil Mills Ltd,
533095,BENGALASM,Bengal & Assam Company Ltd,
533096,ADANIPOWER,Adani Power Ltd,
533098,NHPC,NHPC Ltd,
533100,PEIL,Premier Energy and Infrastructure Ltd,
533101,SURYAAMBA,Suryaamba Spinning Mills Ltd,
533104,GLOBUSSPR,Globus Spirits Ltd,
533106,OIL,Oil India Ltd,
533107,SWANDEF,Swan Defence And Heavy Industries Ltd,
533108,BTTL,Bhilwara Technical Textiles Ltd,
533110,SPSL,Shree Precoated Steels Ltd,
533121,EXPLEOSOL,Expleo Solutions Ltd,
533122,RTNPOWER,RattanIndia Power Ltd,
533137,DEN,Den Networks Ltd,
533138,ASTEC,Astec Lifesciences Ltd,
533146,DLINKINDIA,D-Link (India) Ltd,
533148,JSWENERGY,JSW Energy Ltd,
533149,YUNIKM,Yunik Managing Advisors Ltd,
533150,GODREJPROP,Godrej Properties Ltd,
533151,DBCORP,D. B. Corp Ltd,
533152,MBLINFRA,MBL Infrastructure Ltd,
533155,JUBLFOOD,Jubilant FoodWorks Ltd,
533156,VASCONEQ,Vascon Engineers Ltd,
533158,THANGAMAYL,Thangamayil Jewellery Ltd,
533160,DBREALTY,Valor Estate Ltd,
533161,EMMBI,Emmbi Industries Ltd,
533162,HATHWAY,Hathway Cable & Datacom Ltd,
533164,TEXMOPIPES,Texmo Pipes and Products Ltd,
533166,SUNDARAM,Sundaram Multi Pap Ltd,
533167,COROENGG,Coromandel Engineering Company Ltd,
533168,ROSSELLIND,Rossell India Ltd,
533169,MANINFRA,Man Infraconstruction Ltd,
533170,TAMBOLIIN,Tamboli Industries Ltd,
533177,IL&FSTRANS,IL&FS Transportation Networks Ltd,
533179,PERSISTENT,Persistent Systems Ltd,
533181,ISFT,Intrasoft Technologies Ltd,
533192,KCPSUGIND,KCP Sugar & Industries Corporation Ltd,
533193,KECL,Kirloskar Electric Company Ltd,
533202,SATCH,Satchmo Holdings Ltd,
533203,TARAPUR,Tarapur Transformers Ltd,
533206,SJVN,SJVN Ltd,
533208,EMAMIPAP,Emami Paper Mills Ltd,
533210,KRITINUT,Kriti Nutrients Ltd,
533212,GKB,GKB Ophthalmics Ltd,
533217,HMVL,Hindustan Media Ventures Ltd,
533218,EMAMIREAL,Emami Realty Ltd,
533221,AHLWEST,Asian Hotels (West) Ltd,
533227,AHLEAST,Asian Hotels (East) Ltd,
533229,BAJAJCON,Bajaj Consumer Care Ltd,
533239,PRAKASHSTL,Prakash Steelage Ltd,
533248,GPPL,Gujarat Pipavav Port Ltd,
533252,WELINV,Welspun Investments and Commercials Ltd,
533257,WAAREEINDO,Indosolar Ltd,
533259,HEALTHX,Health X Platform Ltd,
533260,CPCAP,CP Capital Ltd,
533262,RAMKY,Ramky Infrastructure Ltd,
533263,GREENPOWER,Orient Green Power Company Ltd,
533267,CANTABIL,Cantabil Retail India Ltd,
533268,SEATV,Sea TV Network Ltd,
533269,WABAG,VA Tech Wabag Ltd,
533270,BEDMUTHA,Bedmutha Industries Ltd,
533271,ASHOKA,Ashoka Buildcon Ltd,
533272,JWL,Jupiter Wagons Ltd,
533273,OBEROIRLTY,Oberoi Realty Ltd,
533274,PRESTIGE,Prestige Estates Projects Ltd,
533275,SHAH,Shah Metacorp Ltd,
533278,COALINDIA,Coal India Ltd,
533282,GRAVITA,Gravita India Ltd,
533284,RPPINFRA,R P P Infra Projects Ltd,
533285,RDBIPL,RDB Infrastructure And Power Ltd,
533286,MOIL,Moil Ltd,
533287,ZEELEARN,Zee Learn Ltd,
533289,KTIL,Kesar Terminals & Infrastructure Ltd,
533292,A2ZINFRA,A2Z Infra Engineering Ltd,
533293,KIRLOSENG,Kirloskar Oil Engines Ltd,
533294,RKDL,Ravi Kumar Distilleries Ltd,
533295,PSB,Punjab & Sind Bank,
533296,FMNL,Future Market Networks Ltd,
533298,SURANASOL,Surana Solar Ltd,
533301,SHEKHAWATI,Shekhawati Industries Ltd,
533302,KICL,Kalyani Investment Company Ltd,
533303,BFINVEST,BF Investment Ltd,
533306,SUMMITSEC,Summit Securities Ltd,
533316,STEL,STEL Holdings Ltd,
533326,TEXRAIL,Texmaco Rail & Engineering Ltd,
533329,INDTERRAIN,Indian Terrain Fashions Ltd,
533333,FCL,Fineotex Chemical Ltd,
533336,DHUNINV,Dhunseri Investments Ltd,
533339,ZENTEC,ZEN Technologies Ltd,
533343,LOVABLE,Lovable Lingerie Ltd,
533344,PFS,PTC India Financial Services Ltd,
533398,MUTHOOTFIN,Muthoot Finance Ltd,
533407,TRUEGREEN,True Green Bio Energy Ltd,
533427,VMS,VMS Industries Ltd,
533451,KARMAENG,Karma Energy Ltd,
533452,DELPHIFX,Delphi World Money Ltd,
533470,RUSHIL,Rushil Decor Ltd,
533477,ENKEIWHEL,Enkei Wheels (India) Ltd,
533482,KRIDHANINF,Kridhan Infra Ltd,
533506,INVENTURE,Inventure Growth & Securities Ltd,
533519,LTF,L&T Finance Ltd,
533520,IBULLSLTD,Indiabulls Ltd,
533540,TREEHOUSE,Tree House Education & Accessories Ltd,
533543,BROOKS,Brooks Laboratories Ltd,
533552,RUPA,Rupa & Company Ltd,
533553,TDPOWERSYS,TD Power Systems Ltd,
533573,APLLTD,Alembic Pharmaceuticals Ltd,
533576,VASWANI,Vaswani Industries Ltd,
533581,PGEL,PG Electroplast Ltd,
533602,LESHAIND,Lesha Industries Ltd,
533605,SETUINFRA,Setubandhan Infrastructure Ltd,
533608,RDBRL,RDB Rasayans Ltd,
533629,TIJARIA,Tijaria Polypipes Ltd,
533632,ONELIFECAP,Onelife Capital Advisors Ltd,
533638,FLEXITUFF,Flexituff Ventures International Ltd,
533644,UEL,Ujaas Energy Ltd,
533655,TRITURBINE,Triveni Turbine Ltd,
533676,INDOTHAI,Indo Thai Securities Ltd,
533704,ESSARSHPNG,Essar Shipping Ltd,
533758,APLAPOLLO,APL Apollo Tubes Ltd,
533761,GPTINFRA,GPT Infraprojects Ltd,
533896,FERVENTSYN,Fervent Synergies Ltd,
533941,THOMASCOTT,Thomas Scott (India) Ltd,
533982,TERASOFT,Tera Software Ltd,
534060,PMCFIN,PMC Fincorp Ltd,
534063,FUTSOL,Futuristic Solutions Ltd,
534064,AIML,Alliance Integrated Metaliks Ltd,
534076,RHIM,Rhi Magnesita India Ltd,
534091,MCX,Multi Commodity Exchange of India Ltd,
534109,PYXISFIN,Pyxis Finvest Ltd,
534139,SCHNEIDER,Schneider Electric Infrastructure Ltd,
534190,OLPCL,Olympic Cards Ltd,
534309,NBCC,NBCC (India) Ltd,
534312,MTEDUCARE,MT Educare Ltd,
534328,HEXATRADEX,Hexa Tradex Ltd,
534338,MAXHEIGHTS,Max heights Infrastucture Ltd,
534369,TBZ,Tribhovandas Bhimji Zaveri Ltd,
534392,VSSL,Vardhman Special Steels Ltd,
534422,LOOKS,Looks Health Services Ltd,
534425,SPECIALITY,Speciality Restaurants Ltd,
534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,
534535,META,String Metaverse Ltd,
534597,RTNINDIA,Rattanindia Enterprises Ltd,
534598,SAMPANN,Sampann Utpadan India Ltd,
534600,JTLIND,JTL Industries Ltd,
534612,AMTL,Advance Metering Technology Ltd,
534615,NECCLTD,North Eastern Carrying Corporation Ltd,
534618,WAAREERTL,Waaree Renewable Technologies Ltd,
534623,JUPITERIN,Jupiter Infomedia Ltd,
534639,VINAYAKPOL,Vinayak Polycon International Ltd,
534659,JOINTECAED,Jointeca Education Solutions Ltd,
534674,DUCON,Ducon Infratechnologies Ltd,
534675,PROZONER,Prozone Realty Ltd,
534680,SRGHFL,SRG Housing Finance Ltd,
534691,COMCL,Comfort Commotrade Ltd,
534708,SHANTIGURU,Shanti Guru Industries Ltd,
534732,CASPIAN,Caspian Corporate Services Ltd,
534733,AERPACE,Aerpace Industries Ltd,
534741,VIRTUALG,Virtual Global Education Ltd,
534742,ZUARI,Zuari Agro Chemicals Ltd,
534748,STEELXIND,Steel Exchange India Ltd,
534755,TRIOMERC,Trio Mercantile & Trading Ltd,
534796,CDG,CDG Petchem Ltd,
534804,CARERATING,CARE Ratings Ltd,
534809,PCJEWELLER,PC Jeweller Ltd,
534816,INDUSTOWER,Indus Towers Ltd,
534920,ISERA,iSERA Lifesciences Ltd,
534976,VMART,V-Mart Retail Ltd,
535136,NIBE,NIBE Ltd,
535204,MUKTA,Mukta Agriculture Ltd,
535205,MYSTICELE,Mystic Electronics Ltd,
535267,COMFINCAP,Comfort Fincap Ltd,
535276,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,
535279,BMAL,Bothra Metals & Alloys Ltd,
535322,REPCOHOME,Repco Home Finance Ltd,
535387,LAKHOTIA,Lakhotia Polyesters (India) Ltd,
535431,GCMSECU,GCM Securities Ltd,
535458,NIBL,NRB Industrial Bearings Ltd,
535514,PRIMECAPM,Prime Capital Market Ltd,
535566,KIFS,KIFS Financial Services Ltd,
535601,SREEL,Sreeleathers Ltd,
535602,SHARDAMOTR,Sharda Motor Industries Ltd,
535621,SVGLOBAL,S V Global Mill Ltd,
535647,SDC,SDC Techmedia Ltd,
535648,JUSTDIAL,Just Dial Ltd,
535657,OONE,ObjectOne Information Systems Ltd,
535667,IFINSEC,India Finsec Ltd,
535693,BRAHMINFRA,Brahmaputra Infrastructure Ltd,
535719,AMPVOLTS,Ampvolts Ltd,
535730,KHOOBSURAT,Khoobsurat Ltd,
535754,ORIENTCEM,Orient Cement Ltd,
535755,ABFRL,Aditya Birla Fashion and Retail Ltd,
535789,SAMMAANCAP,Sammaan Capital Ltd,
535910,MMLF,Money Masters Leasing & Finance Ltd,
535916,ALSL,Alacrity Securities Ltd,
535917,GCMCOMM,GCM Commodity & Derivatives Ltd,
535958,ESSENTIA,Integra Essentia Ltd,
536073,JULIEN,Julien Agro Infratech Ltd,
536264,TIGERLOGS,Tiger Logistics (India) Ltd,
536493,JKAGRI,JK Agri Genetics Ltd,
536507,FLFL,Future Lifestyle Fashions Ltd,
536565,NOVELIX,Novelix Pharmaceuticals Ltd,
536659,PVVINFRA,PVV Infra Ltd,
536672,VCU,VCU Data Management Ltd,
536709,INDRENEW,IND Renewable Energy Ltd,
536710,SRGFFL,SRG Fingrow Finance Ltd,
536737,ACFSL,Amrapali Capital and Finance Services Ltd,
536738,STELLAR,Stellar Capital Services Ltd,
536773,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,
536846,YURANUS,Yuranus Infrastructure Ltd,
536960,MOM100,Motilal Oswal Nifty Midcap 100 ETF,
536974,CPL,Captain Polyplast Ltd,
537007,NIFTYIETF,ICICI Prudential Nifty 50 ETF,
537008,NIF100IETF,ICICI Prudential Nifty 100 ETF,
537069,ARNOLD,Arnold Holdings Ltd,
537253,SUNLOC,Sunil Healthcare Ltd,
537259,SUYOG,Suyog Telematics Ltd,
537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,
537292,AGRITECH,Agri- Tech (India) Ltd,
537326,CHEMTECH,Chemtech Industrial Valves Ltd,
537483,NIF100BEES,NIPPON INDIA ETF NIFTY 100,
537536,DENISCHEM,Denis Chem Lab Ltd,
537573,POLYMAC,Polymac Thermoformers Ltd,
537582,UNISHIRE,Unishire Urban Infra Ltd,
537669,LAXMIPATI,Laxmipati Engineering Works Ltd,
537707,LADDU,Laddu Gopal Online Services Ltd,
537708,NIFTY1,Kotak Nifty 50 ETF,
537709,HANSUGAR,Shree Hanuman Sugar & Industries Ltd,
537750,KIRANVYPAR,Kiran Vyapar Ltd,
537766,BCP,B.C. Power Controls Ltd,
537784,KCSL,Karnimata Cold Storage Ltd,
537785,RACE,Race Eco Chain Ltd,
537800,MANGIND,Mangalam Industrial Finance Ltd,
537820,VIJIFIN,Viji Finance Ltd,
537839,HBGHOTELS,HBG Hotels Ltd,
537840,RAUNAQ,Raunaq International Ltd,
537985,INFRONICS,Infronics Systems Ltd,
538057,CPSEETF,CPSE ETF,
538081,HARIAAPL,Haria Apparels Ltd,
538092,VASUPRADA,Shri Vasuprada Plantations Ltd,
538119,RNBDENIMS,R&B Denims Ltd,
538212,SHARPINV,Sharp Investments Ltd,
538268,WONDERLA,Wonderla Holidays Ltd,
538273,RESPONSINF,Response Informatics Ltd,
538319,GCMCAPI,GCM Capital Advisors Ltd,
538351,AFEL,A.F. Enterprises Ltd,
538365,INCREDIBLE,Incredible Industries Ltd,
538382,WESTLEIRES,West Leisure Resorts Ltd,
538395,NAM,Nam Securities Ltd,
538401,METSL,Maestros Electronics & Telecommunications Systems Ltd,
538422,JACKSON,Jackson Investments Ltd,
538446,MONEYBOXX,Moneyboxx Finance Ltd,
538451,WORTH,Worth Investment & Trading Co Ltd,
538464,TPROJECT,Thirani Projects Ltd,
538465,AMARSEC,Amarnath Securities Ltd,
538476,CTL,Capital Trade Links Ltd,
538496,TARINI,Tarini International Ltd,
538521,YAANENT,Yaan Enterprises Ltd,
538539,ANVRDHI,Annvrridhhi  Ventures Ltd,
538540,RLFL,Ramchandra Leasing & Finance Ltd,
538546,BRPL,Bansal Roofing Products Ltd,
538556,ARMAN,Arman Holdings Ltd,
538562,SKIPPER,Skipper Ltd,
538563,SMTEL,SMT Engineering Ltd,
538564,JAMESWARREN,James Warren Tea Ltd,
538565,VISTARAMAR,Vistar Amar Ltd,
538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,
538568,FRUTION,Fruition Venture Ltd,
538569,TRIVENIENT,Triveni Enterprises Ltd,
538576,BHANDERI,Bhanderi Infracon Ltd,
538579,ZINEMA,Zinema Media And Entertainment Ltd,
538596,CEMAINFRA,Cemantic Infra-Tech Ltd,
538597,TTIENT,TTI Enterprise Ltd,
538598,VISHAL,Vishal Fabrics Ltd,
538607,TOYAMSL,Toyam Sports Ltd,
538609,GAJANANSEC,Gajanan Securities Services Ltd,
538610,UNISON,Unison Metals Ltd,
538611,RTFL,Real Touch Finance Ltd,
538634,VRL,Vasundhara Rasayans Ltd,
538635,SNOWMAN,Snowman Logistics Ltd,
538646,QGO,QGO Finance Ltd,
538647,PURSHOTTAM,Purshottam Investofin Ltd,
538652,HCLTD,Hind Commerce Ltd,
538666,SHARDACROP,Sharda Cropchem Ltd,
538667,SIROHIA,Sirohia & Sons Ltd,
538668,MIIL,Meghna Infracon Infrastructure Ltd,
538674,CITYONLINE,City Online Services Ltd,
538683,SENSEXBEES,Nippon India ETF S&P BSE Sensex,
538685,SHEMAROO,Shemaroo Entertainment Ltd,
538706,ULTRACAB,Ultracab (India) Ltd,
538707,RCCL,Rajasthan Cylinders & Containers Ltd,
538708,ETIL,Econo Trade (India) Ltd,
538713,ATISHAY,Atishay Ltd,
538714,SANGAMFIN,Sangam Finserv Ltd,
538715,DHABRIYA,Dhabriya Polywood Ltd,
538716,ARYACAPM,Aryaman Capital Markets Ltd,
538730,PDSL,PDS Ltd,
538731,HANMAN,Hanman Fit Ltd,
538732,VGCL,Vibrant Global Capital Ltd,
538734,CEINSYS,Ceinsys Tech Ltd,
538742,PANABYTE,Panabyte Technologies Ltd,
538765,JSHL,JLA Infraville Shoppers Ltd,
538770,CRANEINFRA,Crane Infrastructure Ltd,
538772,NIYOGIN,Niyogin Fintech Ltd,
538777,ASIACAP,Asia Capital Ltd,
538778,KALYANCAP,Kalyan Capitals Ltd,
538787,GBFL,Goenka Business & Finance Ltd,
538788,GILADAFINS,Gilada Finance & Investments Ltd,
538794,JETSOLAR,Jet Solar Ltd,
538795,SAPPL,Shree Ajit Pulp And Paper Ltd,
538812,AANCHALISP,Aanchal Ispat Ltd,
538817,CAPPIPES,Captain Pipes Ltd,
538833,KAIZENAGRO,Kaizen Agro Infrabuild Ltd,
538834,JMJFIN,JMJ Fintech Ltd,
538835,INTELLECT,Intellect Design Arena Ltd,
538836,MONTECARLO,Monte Carlo Fashions Ltd,
538837,JSTL,Jeevan Scientific Technology Ltd,
538838,ICL,Indo Cotspin Ltd,
538857,SCC,Scintilla Commercial & Credit Ltd,
538860,PANAFIC,Panafic Industrials Ltd,
538862,MYMONEY,My Money Securities Ltd,
538863,AMARNATH,Sri Amarnath Finance Ltd,
538868,CSL,Continental Securities Ltd,
538874,NEXUSSURGL,Nexus Surgical And Medicare Ltd,
538881,GALADAFIN,Galada Finance Ltd,
538882,EMERALD,Emerald Finance Ltd,
538890,MKEXIM,M.K. Exim (India) Ltd,
538891,MCLOUD,Magellanic Cloud Ltd,
538894,OCTAL,Octal Credit Capital Ltd,
538895,MIHIKA,Mihika Industries Ltd,
538896,KANCHI,Kanchi Karpooram Ltd,
538897,SHRINIWAS,Shri Niwas Leasing And Finance Ltd,
538902,DTIL,Dhunseri Tea & Industries Ltd,
538918,VANICOM,Vani Commercials Ltd,
538920,VINCOFE,Vintage Coffee And Beverages Ltd,
538921,RAFL,Raghuvansh Agrofarms Ltd,
538922,COSYN,COSYN Ltd,
538923,SOFCOM,Sofcom Systems Ltd,
538926,NAPL,Naturite Agro Products Ltd,
538928,KARNAVATI,Karnavati Finance Ltd,
538935,ABHIFIN,Abhishek Finlease Ltd,
538942,MERCANTILE,Mercantile Ventures Ltd,
538943,SONAL,Sonal Mercantile Ltd,
538952,ALFL,Abhinav Leasing & Finance Ltd,
538961,GENUSPAPER,Genus Paper & Boards Ltd,
538962,MINDACORP,Minda Corporation Ltd,
538964,MERCURYLAB,Mercury Laboratories Ltd,
538965,CONCORD,Concord Drugs Ltd,
538970,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,
538975,SHREESEC,Shree Securities Ltd,
538979,GREENLAM,Greenlam Industries Ltd,
538987,TALBROSENG,Talbros Engineering Ltd,
538992,SAPL,SAR Auto Products Ltd,
538993,PUROHITCON,Purohit Construction Ltd,
539005,JAYATMA,Jayatma Enterprises Ltd,
539006,PTCIL,PTC Industries Ltd,
539011,CHENFERRO,Chennai Ferrous Industries Ltd,
539012,MEGRISOFT,Megri Soft Ltd,
539013,GITARENEW,Gita Renewable Energy Ltd,
539014,KALPACOMME,Kalpa Commercial Ltd,
539015,ORTEL,Ortel Communications Ltd,
539016,NEIL,Neil Industries Ltd,
539017,STARHFL,Star Housing Finance Ltd,
539018,BEEKAY,Beekay Steel Industries Ltd,
539026,SSPNFIN,SSPN Finance Ltd,
539031,SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,
539032,FRASER,Fraser and Company Ltd,
539040,TIRUPATIIN,Tirupati Innovar Ltd,
539041,GANVERSE,Ganesha Ecoverse Ltd,
539042,AGIIL,AGI Infra Ltd,
539044,MANAKSTEEL,Manaksia Steels Ltd,
539045,MANAKALUCO,Manaksia Aluminium Company Ltd,
539046,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,
539056,IMAGICAA,Imagicaaworld Entertainment Ltd,
539083,INOXWIND,Inox Wind Ltd,
539090,RAJPUTANA,Rajputana Investment and Finance Ltd,
539091,CCDL,Consecutive Commodities Ltd,
539097,URSUGAR,UR Sugar Industries Ltd,
539098,FILTRA,Filtra Consultants and Engineers Ltd,
539099,ATHCON,Athena Constructions Ltd,
539110,NORTHLINK,Northlink Fiscal and Capital Services Ltd,
539111,SHESHAINDS,Sheshadri Industries Ltd,
539112,SAB,SAB Industries Ltd,
539113,PML,Paul Merchants Ltd,
539115,ALANSCOTT,Alan Scott Enterprises Ltd,
539116,OPCHAINS,O. P. Chains Ltd,
539117,SUJALA,Sujala Trading & Holdings Ltd,
539118,VRLLOG,VRL Logistics Ltd,
539119,JAINMARMO,Jain Marmo Industries Ltd,
539120,GRAMEVA,Grameva Ltd,
539121,PALCO,Palco Metals Ltd,
539122,BODHTREE,Bodhtree Consulting Ltd,
539123,VBIND,V B Industries Ltd,
539124,SARVOTTAM,Sarvottam Finvest Ltd,
539126,MEP,MEP Infrastructure Developers Ltd,
539132,WARDWIZFBL,Wardwizard Foods and Beverages Ltd,
539141,UFO,UFO Moviez India Ltd,
539143,PANTH,Panth Infinity Ltd,
539148,SHIVALIK,Shivalik Rasayan Ltd,
539149,ICSL,Integrated Capital Services Ltd,
539150,PNCINFRA,PNC Infratech Ltd,
539151,ARFIN,Arfin India Ltd,
539167,VLL,Virat Leasing Ltd,
539174,HELPAGE,Helpage Finlease Ltd,
539176,HAWAENG,Hawa Engineers Ltd,
539177,AIIL,Authum Investment & Infrastructure Ltd,
539189,ADHBHUTIN,Adhbhut Infrastructure Ltd,
539190,DFL,Decillion Finance Ltd,
539195,POEL,POCL Enterprises Ltd,
539196,AEL,Amba Enterprises Ltd,
539199,SGFIN,SG Finserve Ltd,
539200,NOBPOL,Noble Polymers Ltd,
539201,SATIA,Satia Industries Ltd,
539206,GVBL,Genomic Valley Biotech Ltd,
539216,GARMNTMNTR,Garment Mantra Lifestyle Ltd,
539217,SRESTHA,Srestha Finvest Ltd,
539218,SAUMYA,Saumya Consultants Ltd,
539219,MUL,Mauria Udyog Ltd,
539220,MISHKA,Mishka Exim Ltd,
539221,SPORTKING,Sportking India Ltd,
539222,GROWINGTON,Growington Ventures India Ltd,
539224,HCKKVENTURE,HCKK Ventures Ltd,
539226,RUDRA,Rudra Global Infra Products Ltd,
539227,LOYAL,Loyal Equipments Ltd,
539228,GGPL,Gala Global Products Ltd,
539230,CHEMIESYNT,Chemiesynth (Vapi) Ltd,
539251,BALKRISHNA,Balkrishna Paper Mills Ltd,
539252,SHYAMCENT,Shyam Century Ferrous Ltd,
539253,SURYAINDIA,Surya India Ltd,
539254,ADANIENSOL,Adani Energy Solutions Ltd,
539255,STARDELTA,Star Delta Transformers Ltd,
539265,AMRAFIN,Amrapali Fincap Ltd,
539267,SAMSRITA,Samsrita Labs Ltd,
539268,SYNGENE,Syngene International Ltd,
539273,PECOS,Pecos Hotels and Pubs Ltd,
539275,MSL,Mangalam Seeds Ltd,
539276,KAYA,Kaya Ltd,
539278,SYMBIOX,Symbiox Investment & Trading Company Ltd,
539287,ORTINGLOBE,Ortin Global Ltd,
539289,AURUM,Aurum PropTech Ltd,
539290,OSWALGREEN,Oswal Greentech Ltd,
539300,SUNRAKSHAK,Sunrakshakk Industries India Ltd,
539301,ARVSMART,Arvind SmartSpaces Ltd,
539302,POWERMECH,Power Mech Projects Ltd,
539309,RAMASTEEL,Rama Steel Tubes Ltd,
